Gender,Age_range,Status,Top3_smartphone_activities,Frequent_apps,Daily_usage_duration,Smartphone_importance,Current_brand,Key_factor_online_purchase,Brand_satisfaction,Purchase_problem,Monthly_income,Occupation
LGBTQ+,26-35,Student,"Watch movies, Play games, Take photos",Facebook Messenger,1-3 hours,Essential,Xiaomi,Reliability,3,Difficult return process,25001-35000,Office worker
LGBTQ+,26-32,Married,"Watch movies/listen to music, Play games, Cloud apps","YouTube, TikTok",1-3 hours,Not necessary,Samsung,Battery,3,No problems,Less than 15000,Online seller
Female,56+,Married,"Communication/meetings, Social media","Instagram, Facebook, YouTube, Facebook Messenger, TikTok",0-1 hours,Somewhat important,Vivo,Product features,3,Outdated system,Less than 15000,Business owner
Male,46-55,Single,"Art photography, Video editing, Upload stories",Microsoft Teams,5-6 hours,Not necessary,Other,Performance,3,Limited warranty coverage,Less than 15000,Investor
LGBTQ+,36-45,Single,"Communication/meetings, Social media","Instagram, Spotify, TikTok",>5 hours,Somewhat important,Redmi,Stability,4,Limited warranty coverage,Less than 15000,Investor
Female,18-25,Student,"Online shopping, Track delivery, Customer chat",SET,5-6 hours,Not important,Xiaomi,Product reviews,1,Uncertainty about warranty,Less than 15000,Office worker
Female,36-45,Married,"Art photography, Video editing, Upload stories","Facebook, YouTube, Facebook Messenger",5-6 hours,Not necessary,Other,Sensor quality,5,Payment security concerns,15001-20000,Freelancer
Female,36-45,Working,"Product photography, Edit reviews, Online marketplace","Instagram, Facebook, YouTube, Facebook Messenger, TikTok, Line, X",3-5 hours,Essential,Vivo,Value for money,3,Issues with delivery,20001-30000,Logistics staff
LGBTQ+,18-25,Married,"Play games, Take photos/videos",SET,5-6 hours,Not important,Oppo,Battery,1,Product quality doesn't match ads,100001-150000,Office worker
Female,18-25,Student,"Play games, Take photos, Watch movies","YouTube, Facebook Messenger, Discord, Wise",1-3 hours,Somewhat important,Realme,Reliability,1,Issues with delivery,20001-30000,Employee
Male,33-40,Student,"Online shopping, Social media, Finance","Instagram, Facebook, YouTube, Spotify, TikTok",3-5 hours,Essential,Huawei,Battery,4,Payment security concerns,Less than 15000,Student
Male,36-45,Single,"Watch movies/listen to music, Play games, Social media","Instagram, Spotify, TikTok",1-3 hours,Not important,Xiaomi,Ecosystem,4,Difficult to compare prices,15001-20000,Freelancer
LGBTQ+,56+,Student,"TikTok, Livestream, Search information","Instagram, Facebook, YouTube, Facebook Messenger, Spotify",1-3 hours,Not important,Infinix,Reliability,3,Limited warranty coverage,Less than 15000,Retired
Female,56+,Single,"Watch movies/listen to music, Communication/meetings, Social media",Shopee,1-3 hours,Highly essential,Infinix,Ecosystem,5,Product is too expensive,Less than 15000,Delivery staff
Male,26-35,Student,"Watch movies/listen to music, Play games","Instagram, Spotify, TikTok",3-5 hours,Not important,Other,Product reviews,1,Unable to inspect product,Less than 15000,Investor
LGBTQ+,26-35,Student,"Play games, Streaming, Take photos/videos","Instagram, YouTube, Facebook Messenger, Spotify, TikTok",0-1 hours,Essential,Xiaomi,Performance,4,Issues with delivery,Less than 15000,Freelancer
Female,36-45,Married,"Watch movies, Take photos, Listen to music","Instagram, Facebook, YouTube, TikTok",1-3 hours,Not important,Other,Stability,4,Difficult to compare prices,15001-20000,Manager
LGBTQ+,36-45,Married,"Watch movies/listen to music, Take photos/videos, Social media","YouTube, TikTok",0-1 hours,Not important,Redmi,Brand,5,Device overheats,Less than 15000,Investor
LGBTQ+,33-40,Married,"Watch movies/listen to music, Social media",YouTube,5-6 hours,Highly essential,Other,Sensor quality,2,Payment security concerns,Less than 15000,Employee
Female,26-35,Working,"Social media, Take photos/videos, Watch movies/Listen to music",Microsoft Teams,5-6 hours,Highly essential,Huawei,Product features,5,After-sales service issues,Less than 15000,Civil servant
LGBTQ+,26-32,Single,"Social media, Take photos/videos, Watch movies/Listen to music","Instagram, Facebook, TikTok",5-6 hours,Somewhat important,Oppo,Features,2,Issues with delivery,Less than 15000,Manager
LGBTQ+,60+,Married,"Track delivery, Customer chat, Email","Facebook, Facebook Messenger, Line",3-5 hours,Highly essential,Oppo,Camera,4,Concerns about warranty,50001-100000,Artist
Female,18-25,Married,"Watch movies/listen to music, Play games, Communication/meetings",Instagram,3-5 hours,Not important,Huawei,Durability,4,After-sales service issues,Less than 15000,Investor
Male,36-45,Student,"Social media, Take photos/videos, Watch movies/Listen to music","Facebook, YouTube, Facebook Messenger",5-6 hours,Essential,Samsung,Durability,3,Concerns about safety,30001-50000,Civil servant
LGBTQ+,33-40,Student,"Chat with family, Read e-books, Listen to radio","Instagram, YouTube, Facebook Messenger, TikTok",1-3 hours,Essential,Other,Features,4,Product quality doesn't match ads,Less than 15000,Private company employee
LGBTQ+,26-32,Married,"Track delivery, Customer chat, Email","Instagram, Facebook, TikTok",0-1 hours,Highly essential,Xiaomi,Sensor quality,1,Issues with delivery,Less than 15000,Student
Female,26-35,Student,"Play games, Watch movies, Take photos","Instagram, Facebook, YouTube, Snapchat, Facebook Messenger, Spotify, WhatsApp, TikTok, Telegram",5-6 hours,Somewhat important,Oppo,Simplicity,5,Insufficient storage,50001-100000,Employee
LGBTQ+,33-40,Single,"Watch movies/listen to music, Take photos/videos","Instagram, Facebook, Facebook Messenger, TikTok",1-3 hours,Highly essential,Samsung,Durability,3,Payment security concerns,50001-100000,Retired
Female,46-55,Married,"Chat with family, Read e-books, Listen to radio","Instagram, Facebook, YouTube",5-6 hours,Essential,Oppo,Reliability,1,System crashes frequently,50001-100000,Housewife
Female,60+,Student,"Take photos/videos, Watch movies/Listen to music, Online shopping","Instagram, Facebook, Facebook Messenger, Spotify, TikTok",0-1 hours,Essential,Vivo,Sensor quality,2,Delivery delays,Less than 15000,Employee
Female,36-45,Student,"Track delivery, Customer chat, Email","Instagram, YouTube, Spotify, TikTok",5-6 hours,Highly essential,Huawei,Features,5,Payment issues,Less than 15000,Freelancer
Female,33-40,Working,"TikTok, Livestream, Search information","Facebook, Facebook Messenger, Spotify",3-5 hours,Not important,Samsung,Durability,3,Uncertainty about warranty,Less than 15000,Factory worker
LGBTQ+,36-45,Single,"Communication/meetings, Social media","Instagram, Spotify, TikTok",>5 hours,Somewhat important,Redmi,Stability,4,Limited warranty coverage,Less than 15000,Investor
Female,60+,Working,"TikTok, Livestream, Search information","Instagram, Facebook, YouTube, Snapchat, Facebook Messenger, Spotify, TikTok",0-1 hours,Not important,Realme 7 5G,Battery,3,Blurry camera,Less than 15000,Investor
Male,56+,Student,"Art photography, Video editing, Upload stories",Facebook Messenger,1-3 hours,Not necessary,Xiaomi,Battery,4,Concerns about safety,15001-20000,Retired
Male,60+,Student,"/, Email, Finance","Instagram, Facebook, YouTube, Facebook Messenger, Telegram",1-3 hours,Essential,Xiaomi,Features,4,Uncertainty about warranty,15001-20000,Delivery staff
Male,18-25,Single,"Watch movies/listen to music, Communication/meetings, Social media","Instagram, Facebook, YouTube, Facebook Messenger, Spotify, TikTok, Telegram",1-3 hours,Highly essential,Calculator,Product features,5,Concerns about payment security,15001-20000,Student
Female,18-25,Working,"Cloud apps, Communication/meetings, Social media","Instagram, Facebook, YouTube, Facebook Messenger, Spotify, TikTok",>5 hours,Not important,Xiaomi,Design,2,No problems,Less than 15000,Civil servant
LGBTQ+,56+,Working,"Take photos/videos, Watch movies/Listen to music, Online shopping",Facebook,3-5 hours,Somewhat important,Samsung,Product reviews,3,Cannot try product before buying,30001-50000,Factory worker
Female,18-25,Married,"Watch movies/listen to music, Play games, Cloud apps","Instagram, Facebook, TikTok",3-5 hours,Not necessary,Realme 7 5G,Sensor quality,2,Payment issues,Less than 15000,Logistics staff
Female,26-32,Single,"Watch movies/listen to music, Play games, Take photos","Instagram, YouTube, TikTok",1-3 hours,Somewhat important,Calculator,Value for money,1,Warranty or service concerns,15001-20000,Logistics staff
Female,56+,Married,"Chat with family, Read e-books, Listen to radio",Facebook,0-1 hours,Not important,Other,Price,2,No problems,Less than 15000,Retired
Female,36-45,Single,"Watch movies/listen to music, Social media","Instagram, Facebook, YouTube, Facebook Messenger, Spotify, TikTok, Telegram",3-5 hours,Not necessary,Vivo,Durability,4,Unable to inspect product,20001-30000,Delivery staff
Female,46-55,Working,"Watch movies, Listen to music, Take photos",WhatsApp,5-6 hours,Not necessary,Realme,Stability,5,Dead pixels on screen,15001-20000,Content creator
Male,33-40,Working,"GPS navigation, Check car condition, Listen to podcasts",SET,0-1 hours,Not important,Other,Stability,3,Complex payment process,Less than 15000,Investor
Female,26-32,Single,"Play games, Streaming, Take photos/videos","Instagram, Facebook, YouTube, TikTok",1-3 hours,Highly essential,Xiaomi,Product features,1,After-sales service issues,15001-20000,Student
Male,26-35,Student,"Track delivery, Customer chat, Email","Instagram, Facebook, YouTube, TikTok",3-5 hours,Not important,Realme,Reliability,2,Payment security concerns,20001-30000,Content creator
Male,26-32,Working,"/, Email, Finance","Instagram, Facebook, Facebook Messenger, TikTok, LINE",1-3 hours,Essential,Other,Features,4,Product is too expensive,Less than 15000,Factory worker
Female,26-32,Single,"Play games, Take photos/videos, Social media",Gmail,0-1 hours,Not necessary,Realme,Design,4,Insufficient storage,20001-30000,Business owner
LGBTQ+,36-45,Student,"Watch movies/listen to music, Take photos/videos",Microsoft Teams,0-1 hours,Not important,Infinix,Product reviews,3,Insufficient storage,Less than 15000,Freelancer
Female,36-45,Student,"/, Email, Finance",Instagram,5-6 hours,Highly essential,Redmi,Ecosystem,1,Cannot try product before buying,Less than 15000,Artist
LGBTQ+,56+,Student,"TikTok, Livestream, Search information","Instagram, Facebook, YouTube, Facebook Messenger, Spotify",1-3 hours,Not important,Infinix,Reliability,3,Limited warranty coverage,Less than 15000,Retired
Female,46-55,Working,Watch movies/listen to music,"Instagram, YouTube, TikTok",0-1 hours,Somewhat important,Other,Performance,3,Product is too expensive,Less than 15000,Retired
LGBTQ+,26-35,Married,"GPS navigation, Check car condition, Listen to podcasts","Instagram, YouTube, TikTok",5-6 hours,Not necessary,Realme 7 5G,Price,3,Uncertainty about warranty,Less than 15000,Civil servant
Female,18-25,Single,"GPS navigation, Check car condition, Listen to podcasts",Instagram,3-5 hours,Essential,Oppo,Features,3,Cannot try product before buying,100001-150000,Investor
Male,46-55,Working,"Watch movies/listen to music, Play games, Communication/meetings","Instagram, Facebook, TikTok",3-5 hours,Highly essential,Realme 7 5G,Brand,5,No problems,Less than 15000,Housewife
LGBTQ+,26-32,Student,"Product photography, Edit reviews, Online marketplace",Google Maps,3-5 hours,Highly essential,Oppo,Product reviews,5,Uncertainty about after-sales service,30001-50000,Delivery staff
Female,60+,Working,"Online shopping, Track delivery, Customer chat","Facebook, Facebook Messenger, Spotify, TikTok",3-5 hours,Not necessary,Huawei,Product features,5,Delivery delays,20001-30000,Employee
Male,46-55,Student,"Watch movies/listen to music, Play games, Communication/meetings","Facebook, YouTube, Facebook Messenger, Spotify",1-3 hours,Highly essential,Huawei,Sensor quality,5,Warranty or service concerns,20001-30000,Private company employee
Male,56+,Married,"Track delivery, Customer chat, Email","Instagram, Facebook Messenger, TikTok",0-1 hours,Not important,Realme 7 5G,Durability,2,Limited warranty coverage,Less than 15000,Civil servant
LGBTQ+,33-40,Married,"Watch movies/listen to music, Take photos/videos, Communication/meetings","Instagram, Facebook, Facebook Messenger, TikTok, Telegram",3-5 hours,Not important,Other,Simplicity,4,Cannot try product before buying,Less than 15000,Investor
LGBTQ+,26-32,Working,"Streaming, Take photos/videos, Edit video","Instagram, Facebook, YouTube",3-5 hours,Highly essential,Realme,Durability,4,Payment issues,Less than 15000,Content creator
Male,36-45,Single,"Play games, Watch movies, Take photos","Facebook, YouTube, Facebook Messenger, TikTok",0-1 hours,Highly essential,Other,Performance,2,Concerns about payment security,Less than 15000,Content creator
Male,26-35,Single,"Track delivery, Customer chat, Email","Instagram, Facebook, YouTube, Facebook Messenger",0-1 hours,Not important,Huawei,Durability,5,Difficult return process,20001-30000,Online seller
LGBTQ+,46-55,Working,"Watch movies, Play games, Take photos","Instagram, YouTube, TikTok",>5 hours,Somewhat important,Other,Brand,3,Difficult to compare prices,Less than 15000,Student
Male,46-55,Student,"Play games, Take photos/videos, Social media",SET,>5 hours,Highly essential,Huawei,Camera,3,Blurry camera,Less than 15000,Housewife
LGBTQ+,60+,Married,"Cloud apps, Communication/meetings, Social media","Facebook, TikTok, Line",5-6 hours,Somewhat important,Other,Value for money,3,Concerns about safety,Less than 15000,Online seller
Male,36-45,Single,"Communication, Take photos, Social media","YouTube, TikTok",5-6 hours,Not important,Infinix,Sensor quality,4,Complex payment process,Less than 15000,Business owner
LGBTQ+,26-35,Married,"Take photos, Listen to music, Social media","Facebook, Facebook Messenger, Spotify",>5 hours,Somewhat important,Vivo,Reliability,5,Difficult to compare prices,Less than 15000,Investor
Female,26-35,Student,"Watch movies/listen to music, Play games","Instagram, Facebook, YouTube, Facebook Messenger, TikTok, Telegram",>5 hours,Essential,Apple,Sensor quality,4,Dead pixels on screen,15001-20000,Content creator
Female,26-32,Single,"/, Email, Finance","Instagram, Facebook, YouTube, Facebook Messenger, TikTok, Telegram",>5 hours,Somewhat important,Apple,Brand,1,Warranty or service concerns,Less than 15000,Employee
LGBTQ+,33-40,Married,"Watch movies/listen to music, Social media","Instagram, YouTube, Facebook Messenger, TikTok",3-5 hours,Not necessary,Apple,Performance,1,Product quality doesn't match ads,15001-20000,Online seller
LGBTQ+,56+,Working,"Watch movies/listen to music, Communication/meetings, Social media","Facebook, Facebook Messenger, Spotify",3-5 hours,Highly essential,Infinix,Value for money,5,Product is too expensive,Less than 15000,Logistics staff
Male,18-25,Single,"Watch movies/listen to music, Communication/meetings, Social media","Instagram, Facebook, YouTube, Facebook Messenger, Spotify, TikTok, Telegram",1-3 hours,Highly essential,Calculator,Product features,5,Concerns about payment security,15001-20000,Student
LGBTQ+,56+,Student,"Take photos, Listen to music, Social media","Instagram, YouTube, Spotify, TikTok",0-1 hours,Not necessary,Other,Battery,2,Product quality doesn't match ads,Less than 15000,Freelancer
