Gender,Age_range,Status,Occupation,Monthly_income,Daily_usage_duration,Smartphone_importance,Key_factor_online_purchase,Brand_satisfaction,Purchase_problem,Frequent_apps,Top3_smartphone_activities,Current_brand
Male,41-50,Single,Private company employee,More than 50001,1-3 hours,Not necessary,Product feature,3,Warranty or service concerns,"Instagram, Facebook, YouTube","Watch movies/listen to music, Play games, Take photos",Samsung
Female,60+,Single,Private company employee,15001-20000,,Necessary,Product feature,2,Unable to inspect product,"Instagram, Spotify, TikTok","Watch movies/listen to music, Take photos/videos, Communication/meetings",Apple
Female,33-40,Single,Private company employee,15001-20000,,Not necessary,Product feature,4,Unable to inspect product,"Facebook, Facebook Messenger, Line","Watch movies, Take photos, Listen to music",Apple
Female,33-40,Single,Private company employee,15001-20000,0-1 hours,Necessary,Product feature,2,Delivery delay,"Instagram, Spotify, TikTok","Take photos/videos, Communication/meetings, Social media",Oppo
Female,33-40,Married,Business owner,15001-20000,1-3 hours,Not necessary,Product feature,5,Warranty or service concerns,WhatsApp,"Play games, Streaming, Social media",Oppo
Female,26-32,Single,Business owner,15001-20000,1-3 hours,Not necessary,Product feature,1,Unable to inspect product,"Instagram, Facebook, YouTube, Snapchat, Facebook Messenger, Spotify, WhatsApp, TikTok",Play games,Realme
Female,33-40,Married,Factory worker,15001-20000,3-5 hours,Most necessary,Product feature,2,Unable to inspect product,"Facebook, Facebook Messenger, Spotify, TikTok","Communication, Take photos, Social media",Oppo
Female,18-25,Single,Business owner,15001-20000,3-5 hours,Necessary,Product feature,2,Concerns about payment security,"Instagram, Facebook, YouTube, Facebook Messenger","Watch movies, Take photos, Listen to music",Samsung
Male,41-50,Single,Business owner,20001-30000,3-5 hours,Necessary,Product feature,4,Unable to inspect product,"Instagram, Facebook, TikTok","Watch movies/listen to music, Play games, Social media",Vivo
Male,33-40,Married,Private company employee,15001-20000,More than 5 hours,Not necessary,Product feature,4,Unable to inspect product,"Instagram, Facebook, YouTube","Track delivery, Customer chat, Email",Xiaomi
Female,60+,Single,Business owner,15001-20000,1-3 hours,Not necessary,Product feature,1,Delivery delay,"YouTube, Facebook Messenger, Discord, Wise","Cloud apps, Communication/meetings, Social media",Samsung
Female,41-50,Single,Private company employee,15001-20000,More than 5 hours,Most necessary,Product feature,2,Warranty or service concerns,"Instagram, Facebook, YouTube, Facebook Messenger, Spotify","Watch movies/listen to music, Take photos/videos, Communication/meetings",Xiaomi
Female,18-25,Single,Student,15001-20000,,Most necessary,Product feature,4,Warranty or service concerns,CapCut,"Streaming, Take photos/videos, Edit video",Vivo
Female,26-32,Single,Private company employee,20001-30000,,Most necessary,Product feature,1,Unable to inspect product,"Instagram, Facebook, Facebook Messenger, TikTok, Telegram","Take photos/videos, Watch movies/Listen to music, Online shopping",Xiaomi
Male,26-32,Single,Student,20001-30000,3-5 hours,Not necessary,Price,3,Unable to inspect product,"Instagram, Facebook, YouTube, Facebook Messenger, Spotify, TikTok, Telegram","Play games, Take photos, Watch movies",Vivo
Female,26-32,Married,Private company employee,30001-40000,1-3 hours,Not necessary,Product feature,4,Unable to inspect product,Gmail,"Play games, Streaming, Social media",Oppo
Male,26-32,Single,Private company employee,15001-20000,,Not necessary,Product feature,5,Warranty or service concerns,"Instagram, YouTube, Facebook Messenger, TikTok","Watch movies/listen to music, Play games, Take photos/videos",Realme 7 5G
Female,26-32,Married,Private company employee,15001-20000,More than 5 hours,Necessary,Product feature,5,Concerns about payment security,"Instagram, Facebook, Facebook Messenger, TikTok, LINE","Play games, Streaming, Social media",Huawei
Male,33-40,Single,Business owner,15001-20000,,Most necessary,Product feature,5,Unable to inspect product,"Instagram, TikTok","Watch movies/listen to music, Take photos/videos, Social media",Xiaomi
Female,60+,Single,Private company employee,15001-20000,1-3 hours,Not necessary,Product feature,5,Unable to inspect product,"Instagram, Facebook, YouTube, Facebook Messenger, Spotify, WhatsApp, TikTok, Telegram","Watch movies/listen to music, Play games, Take photos/videos",Huawei
Female,26-32,Single,Private company employee,15001-20000,,Necessary,Product feature,2,Unable to inspect product,"Instagram, Facebook, TikTok","Read news, Check stocks, Finance",Realme
Female,60+,Married,Private company employee,20001-30000,1-3 hours,Necessary,Product feature,2,Concerns about payment security,"Facebook, YouTube, Facebook Messenger, TikTok","Online meetings, Schedule management, Email",Vivo
Female,60+,Married,Private company employee,15001-20000,3-5 hours,Not necessary,Product feature,4,Delivery delay,"Instagram, TikTok","Watch movies/listen to music, Play games, Take photos/videos",Oppo
Female,26-32,Single,Business owner,15001-20000,0-1 hours,Necessary,Product review,1,Unable to inspect product,Facebook,"TikTok, Livestream, Search information",Huawei
Female,26-32,Single,Factory worker,15001-20000,1-3 hours,Not necessary,Product feature,2,Warranty or service concerns,"Instagram, Facebook, YouTube, Facebook Messenger, TikTok, Line","Online shopping, Track delivery, Customer chat",Vivo
Female,33-40,Single,Business owner,20001-30000,3-5 hours,Not necessary,Product feature,5,Unable to inspect product,TikTok,"Watch movies/listen to music, Communication/meetings, Social media",Huawei
Female,60+,Single,Private company employee,20001-30000,1-3 hours,Not necessary,Product feature,1,Unable to inspect product,"Instagram, Facebook, Facebook Messenger, TikTok","Social media, Take photos/videos, Watch movies/Listen to music",Huawei
Male,33-40,Married,Business owner,20001-30000,,Not necessary,Product feature,1,Warranty or service concerns,"Facebook, YouTube, Facebook Messenger, Spotify","Online shopping, Track delivery, Customer chat",Huawei
Male,60+,Single,Private company employee,15001-20000,0-1 hours,Not necessary,Product feature,5,Unable to inspect product,"Facebook, YouTube, Facebook Messenger, TikTok","Watch movies/listen to music, Play games, Cloud apps",Xiaomi
Male,41-50,Single,Private company employee,15001-20000,3-5 hours,Most necessary,Product feature,5,Unable to inspect product,"Instagram, Facebook, TikTok","Watch movies/listen to music, Play games, Communication/meetings",Realme 7 5G
Male,33-40,Single,Private company employee,20001-30000,0-1 hours,Necessary,Product feature,5,Delivery delay,CapCut,"/, Email, Finance",Vivo
Male,26-32,Married,Business owner,15001-20000,1-3 hours,Most necessary,Product feature,4,Unable to inspect product,SET,"Play games, Take photos/videos",Vivo
Male,26-32,Single,Business owner,More than 50001,1-3 hours,Not necessary,Product feature,5,Unable to inspect product,"Instagram, Facebook, YouTube, Snapchat, Facebook Messenger, Spotify, WhatsApp, TikTok, Telegram","Watch movies/listen to music, Take photos/videos, Social media",Oppo
Male,26-32,Single,Business owner,20001-30000,1-3 hours,Necessary,Product feature,2,Unable to inspect product,"Instagram, Facebook, YouTube, Snapchat, Facebook Messenger, Spotify, WhatsApp, TikTok, Telegram","Online shopping, Track delivery, Customer chat",Xiaomi
Male,26-32,Single,Business owner,15001-20000,1-3 hours,Not necessary,Product feature,2,Unable to inspect product,"YouTube, TikTok","Watch movies/listen to music, Play games, Communication/meetings",Xiaomi
Male,33-40,Single,Student,20001-30000,,Most necessary,Product feature,5,Warranty or service concerns,"Facebook, TikTok, Line","Social media, Take photos/videos, Watch movies/Listen to music",Xiaomi
Male,26-32,Single,Student,15001-20000,1-3 hours,Not necessary,Product feature,4,Unable to inspect product,"Instagram, YouTube, Spotify, Telegram","Play esports, Stream games, Community chat",Xiaomi
Female,60+,Single,Private company employee,15001-20000,More than 5 hours,Necessary,Product feature,4,Delivery delay,Facebook Messenger,"Watch movies/listen to music, Take photos/videos, Communication/meetings",Vivo
Male,26-32,Married,Private company employee,15001-20000,More than 5 hours,Necessary,Price,2,Warranty or service concerns,CapCut,"Read news, Check stocks, Finance",Oppo
Female,60+,Single,Private company employee,15001-20000,More than 5 hours,Necessary,Product feature,2,Warranty or service concerns,"Facebook, YouTube","Play games, Streaming, Social media",Xiaomi
Male,60+,Single,Private company employee,15001-20000,1-3 hours,Necessary,Price,4,Unable to inspect product,VSCO,"Play games, Take photos/videos, Social media",Oppo
Female,60+,Single,Business owner,20001-30000,3-5 hours,Most necessary,Product feature,2,Warranty or service concerns,"Facebook, Facebook Messenger, Spotify","Online meetings, Schedule management, Email",Huawei
Male,33-40,Single,Business owner,15001-20000,0-1 hours,Necessary,Product feature,1,Concerns about payment security,"Instagram, Facebook, YouTube, Facebook Messenger, Spotify, TikTok","Play esports, Stream games, Community chat",Vivo
Male,33-40,Single,Government officer,15001-20000,3-5 hours,Not necessary,Product feature,1,Unable to inspect product,Facebook,"Art photography, Video editing, Upload stories",Oppo
Female,26-32,Single,Private company employee,30001-40000,0-1 hours,Necessary,Product feature,4,Unable to inspect product,"Instagram, TikTok","Online shopping, Track delivery, Customer chat",Oppo
Female,18-25,Single,Business owner,20001-30000,1-3 hours,Not necessary,Product feature,1,Warranty or service concerns,"Instagram, Facebook, YouTube, Snapchat, Facebook Messenger, Spotify, WhatsApp, TikTok","Play games, Streaming, Take photos/videos",Realme
Male,26-32,Single,Private company employee,15001-20000,0-1 hours,Not necessary,Product feature,4,Warranty or service concerns,Telegram,Play games,Apple
Male,33-40,Married,Business owner,20001-30000,1-3 hours,Most necessary,Product feature,1,Warranty or service concerns,Facebook,"GPS navigation, Check car condition, Listen to podcasts",Huawei
Female,26-32,Single,Student,15001-20000,More than 5 hours,Necessary,Product feature,1,Unable to inspect product,"Instagram, YouTube, Spotify, TikTok","Chat with family, Read e-books, Listen to radio",Realme
Male,60+,Single,Private company employee,15001-20000,1-3 hours,Necessary,Price,4,Concerns about payment security,"Instagram, Facebook, YouTube, Facebook Messenger, TikTok, Line","Watch movies/listen to music, Social media",Apple
Female,26-32,Single,Private company employee,More than 50001,3-5 hours,Most necessary,Product feature,1,Unable to inspect product,Facebook Messenger,"Watch movies/listen to music, Play games",Oppo
Female,26-32,Single,Business owner,20001-30000,1-3 hours,Not necessary,Product feature,5,Unable to inspect product,"Instagram, Facebook, YouTube, Snapchat, Facebook Messenger, Spotify, TikTok","Watch movies/listen to music, Play games",Vivo
Female,41-50,Single,Government officer,More than 50001,1-3 hours,Not necessary,Product feature,1,Unable to inspect product,"Instagram, YouTube, Facebook Messenger, Spotify, TikTok","Watch movies/listen to music, Take photos/videos",Oppo
Female,60+,Married,Business owner,15001-20000,0-1 hours,Necessary,Product feature,5,Concerns about payment security,"Facebook, YouTube, Facebook Messenger","Watch movies/listen to music, Play games, Take photos/videos",Realme
Male,26-32,Single,Business owner,15001-20000,More than 5 hours,Necessary,Product feature,3,Unable to inspect product,Facebook,"Watch movies, Play games, Take photos",Apple
Female,26-32,Single,Private company employee,30001-40000,0-1 hours,Necessary,Product feature,4,Warranty or service concerns,"Facebook, YouTube","Watch movies/listen to music, Take photos/videos, Social media",Apple
Male,33-40,Married,Business owner,20001-30000,,Necessary,Product feature,3,Warranty or service concerns,"Facebook, YouTube, Facebook Messenger, TikTok","Play games, Streaming, Take photos/videos",Huawei
Female,60+,Single,Student,15001-20000,0-1 hours,Most necessary,Product feature,3,Unable to inspect product,CapCut,"Play games, Streaming, Take photos/videos",Vivo
Male,33-40,Married,Private company employee,15001-20000,More than 5 hours,Not necessary,Product feature,5,Concerns about payment security,"Instagram, Facebook, YouTube, Snapchat, Facebook Messenger, Spotify, TikTok","Streaming, Take photos/videos, Edit video",Realme
Male,26-32,Single,Private company employee,15001-20000,3-5 hours,Necessary,Product feature,5,Unable to inspect product,"Facebook, Facebook Messenger, Spotify","Chat with family, Read e-books, Listen to radio",Infinix
Female,26-32,Single,Private company employee,15001-20000,1-3 hours,Necessary,Product feature,5,Unable to inspect product,"Instagram, Facebook, YouTube, Facebook Messenger, Spotify, TikTok","Online shopping, Track delivery, Customer chat",Apple
Female,33-40,Married,Private company employee,30001-40000,1-3 hours,Necessary,Product feature,4,Unable to inspect product,LINE,"Online shopping, Track delivery, Customer chat",Samsung
Female,60+,Single,Business owner,More than 50001,0-1 hours,Necessary,Product feature,3,Warranty or service concerns,"Instagram, Facebook, Facebook Messenger, TikTok, LINE","Watch movies/listen to music, Take photos/videos, Communication/meetings",Oppo
Female,18-25,Married,Business owner,15001-20000,More than 5 hours,Most necessary,Product feature,4,Warranty or service concerns,SET,"Email, , Finance",Apple
